Gene name	Mouse gene name
GINS4	Gins4
RPL22P17	
	
NT5C2	Nt5c2
	
PRR29-AS1	
SNHG5	
PRR29	Prr29
UNC5B	Unc5b
	
	
GPAT4	Gpat4
RNF5	
MBD5	Mbd5
	
	
	
RNU6-1203P	Gm25827
	
MIR6505	
MIR3908	
TMED2-DT	
GRAMD1A	Gramd1a
TMED2	Tmed2
UNC5B-AS1	
ICAM2	Icam2
SLC29A3	Slc29a3
	
HLA-N	
PSMB8	
SNORA70E	
LINC02951	
	
COX5BP4	
C1DP5	
WBP1LP10	
OR4F2P	
CICP23	
	
RNU6-447P	Gm22883
SCGB1C1	Scgb1c1
MAN2B2	Man2b2
	
MIR6743	
SIRT3	Sirt3
DDX55	Ddx55
LPCAT4	Lpcat4
HLA-DRA	
TUBB3	Tubb3
	
NFKB2	Nfkb2
ERN1	Ern1
	
GOLGA7	Golga7
TDRD9	Tdrd9
RPL15P4	
COL11A2	
MCF2	Mcf2
	
NLRP6	Nlrp6
ZNF692	Zfp692
	
SNORD104	Snord104
	Gm22711
	Gm26047
	Gm23786
SNORA50C	Gm22711
ARNT2	Arnt2
SLC16A3	Slc16a3
	
	
	
USP12P2	
RPS29P8	
	
PGGHG	Pgghg
RGPD5	
PKMP3	
SNORD50B	
	
SMIM11P1	
RNU4-72P	
Y_RNA	
	
	
RNU4-12P	
ATXN1	Atxn1
SNORA9B	
EIF2B1	Eif2b1
RNU6-241P	Gm22883
CICP20	
	
	
RNU6-326P	
ADAT1	Adat1
IGFBP1	Igfbp1
LINC02482	
	
	
S100P	
RFX2	Rfx2
	
MRFAP1L1	Mrfap1
BLOC1S4	Bloc1s4
	
KIAA0232	D5Ertd579e
DHRS4L2	
IFITM5	Ifitm5
	
	
	
	
	
IGFBP3	Igfbp3
B4GALNT4	B4galnt4
CYCSP17	
	
MANEA-DT	
FAM215A	
	
HNRNPLP1	
RPS26P29	
IDH1P1	
	
SNRNP48	Snrnp48
CNGB1	Cngb1
LINC02481	
	
NICOL1	Nicol1
PPY	Ppy
RPL6P12	
	
NEK1	Nek1
GTF2H3	Gtf2h3
ASXL1	Asxl1
RPL29P1	
ANO9	Ano9
	
Y_RNA	Gm24203
Y_RNA	Gm56322
Y_RNA	Gm54376
Y_RNA	Gm26456
Y_RNA	Gm26124
Y_RNA	Gm56480
Y_RNA	Gm23921
Y_RNA	Gm22199
Y_RNA	Gm55767
Y_RNA	Gm24045
Y_RNA	Gm54851
BYSL	Bysl
SNRPA1	Snrpa1
NAGS	Nags
FGGY	Fggy
	
HPF1	Hpf1
CCND3	Ccnd3
	
	
FTLP15	
TTC4P1	
DPY19L1P2	
TMEM101	Tmem101
	
RPL7AP78	
FKBP9	Fkbp9
RN7SL838P	
	
P2RY2	P2ry2
	
DDX60L	
	
GPAA1P1	
ZBTB45P1	
	
SGPL1	Sgpl1
OR8R1P	
LINC01123	
ARHGEF17-AS1	
	
	
P2RY6	P2ry6
	
MDC1	
	
LST1	
MIR4267	
MALL	Mall
	
LINC02622	
U3	
LSM12	Lsm12
	
	
SLK	Slk
	
	
	
	
	
	
MIR4436B1	
ACTR1AP1	
ACER1	Acer1
	
RNU6-131P	
MALLP1	
HROB	Hrob
MIR4436B2	
	
	
	
CLPP	Clpp
	
LINC01106	
ZBTB45P2	
	
	
CYP1A1	Cyp1a1
HLA-DPA1	
ALKBH7	Alkbh7
RNU6-388P	Gm22591
NT5C3A	Nt5c3
ASB16	Asb16
NPHP1	Nphp1
RPL7P46	
	
	
GTF2F1	Gtf2f1
RSPRY1	Rspry1
TMPOP1	
MTCO3P1	
HLA-N	
TRIM31	
	
IFITM1	Ifitm1
IFITM1	Ifitm2
IFITM1	Ifitm7
IFITM1	Ifitm3
IFITM1	Ifitm6
TMUB2	Tmub2
UGT2A3P7	
BRF1	Brf1
	
HLA-DRB9	
HLA-DOB	
UGT2A2	Ugt2a2
BPIFA4P	
SF3A3P2	
CCDC158	Ccdc158
SCN3B	Scn3b
TGM5	Tgm5
BPIFA1	Bpifa5
BPIFA1	Bpifa1
ATAT1	
RNU6-761P	
COL17A1	Col17a1
	
ANKRD66	Ankrd66
HS3ST5	Hs3st5
MIR6782	
	
	
	
LHX1-DT	
DHX16	
H4C8	
RNF39	Rnf39
LHX1	Lhx1
LITAF	Litaf
OR2J1	Or2j3
OR2H1	Or2h1
OR2H1	Or2h2b-ps1
OR2H1	Or2h2
OR2H1	Or2h1b
OR2H1	Or2h2c
OR4M2	Or4m1
GOLGA6B	
USP8P1	
RPL3P2	
WASF5P	
	
HCP5	
Y_RNA	
MICB	
	
	
	
RPS29P14	
MIR2909	
	
OR2J2	Or2j3
RN7SL505P	
	
	
RNA5SP229	
ARHGAP39	Arhgap39
	
	
RP9	Rp9
COL11A2P1	
	
TIGD2	Tigd2
	
DDX39B-AS1	
RNU6-907P	Gm56305
SFTA2	
ATP10A	Atp10a
	
AATF	Aatf
RBPJ	Rbpj
ZNF138	
DDR1	Ddr1
PLA2G2F	Pla2g2f
BTNL2	
	
	
MIR6885	
MIR6790	
MIR3940	
SLC25A41	Slc25a41
ZNF202	Zfp202
PPIAP9	
RPL15P4	
MCCD1	
OLFM3	Olfm3
GRIN2A	Grin2a
DDX39B	
ATP6V1G2	
GCGR	Gcgr
MSH5-SAPCD1	
DMTN	Dmtn
SLC25A23	Slc25a23
	
	
SEPHS1P1	
EEF1DP4	
	
VSTM2L	Vstm2l
	
	
	
	
HCG24	
CDSN	
ATP6V0A2	Atp6v0a2
GARIN1A	Garin1a
	
TAP2	
RN7SKP185	Gm54942
TTI1	Tti1
SPANXN4	
MAGEB16	Mageb16
TENT5D	Tent5d
OPN1MW3	Opn1mw
PRXL2B	Prxl2b
LHFPL3	Lhfpl3
RNU1-21P	Gm26121
OR6M3P	
	
DLG2-AS2	
H2AL3	H2al1c
H2AL3	H2al1i
H2AL3	H2al1n
H2AL3	H2al1b
H2AL3	H2al1f
H2AL3	H2al1j
H2AL3	H2al1a
H2AL3	H2al2b
H2AL3	H2al1m
H2AL3	H2al1k
H2AL3	H2al1d
H2AL3	H2al2a
H2AL3	H2al1e
H2AL3	H2al1h
H2AL3	H2al2c
H2AL3	H2al1g
H2AL3	H2al1o
MAGEB6B	Mageb6b2
MAGEB6B	Mageb3
MAGEB6B	Mageb1
MAGEB6B	Mageb2
MAGEB6B	Mageb6b1
SPANXA1	
EIF4BP6	
LHFPL3-AS1	
	
LDHAL6DP	
LINC02063	
HNRNPA1P72	
NXF2B	Nxf2
NXF2B	Nxf7
	
	
	
	
	
	
	
	
HNRNPCP6	
ICE1	Ice1
	
	
RNU6-1292P	
TMEM126B	Tmem126b
	
LHFPL3-AS2	
RPRD1B	Rprd1b
RN7SL8P	
	
	
	
	
MCRIP1	Mcrip1
GTPBP6	Gtpbp6
	
SLC25A40	Slc25a40
	
RPL27P12	
	
PBX2	
TEX28	Tex28
DNAH10	Dnah10
RN7SL237P	
	
	
	
KNSTRN	Knstrn
TGM2	Tgm2
MCCD1P2	
LY6G6E	
FBN3	
SPANXN2	
LINC01290	
TSBP1	
	
LINC02142	
	
EMP2	Emp2
TMSB15C	
	
	
	
ADAMTS16	Adamts16
MAGIX	Magix
HCG20	
NRM	
DPM3	Dpm3
MIR936	
	
RXFP4	Rxfp4
	
	
	
STN1	Stn1
NPPB	Nppb
	
	
C16orf82	
ZNF319	Zfp319
ZNF688	Zfp688
SBF1P2	
	
RNU5E-1	Gm23143
RNU5E-1	Gm23287
RNU5E-1	Gm25099
RNU5E-1	Gm24871
RNU5E-4P	Gm23143
RNU5E-4P	Gm23287
RNU5E-4P	Gm25099
RNU5E-4P	Gm24871
PPP1R27	Ppp1r27
DBF4	Dbf4
PRRC2A	
TMEM126A	Tmem126a
PLOD1	Plod1
IRAK1	Irak1
CENPN	Cenpn
	
	
	
KIAA1755	D630003M21Rik
ARHGDIA	Arhgdia
CCDC89	Ccdc89
	
IFITM3	Ifitm1
IFITM3	Ifitm2
IFITM3	Ifitm7
IFITM3	Ifitm3
IFITM3	Ifitm6
	
	
	
POU5F1	
	
	
MRPL36	Mrpl36
RNU6-126P	
	
	
ZNF70P1	
RPL21P95	
PSMB9	
	
	
KCTD14	Kctd14
	
RAB22A	Rab22a
LINC02145	
	
NDUFC2-KCTD14	
FASTKD3	Fastkd3
SRI	Sri
	
VAPB	Vapb
THRSP	Thrsp
NDUFC2	Ndufc2
MDC1-AS1	
HTATSF1P1	
C6orf47-AS1	
CSNK2B	
RRP8	Rrp8
MTCO1P31	
NID2	Nid2
	
APCDD1L	
	
	
	
	
	
	
	
ADCY2	Adcy2
C4orf3	1810037I17Rik
LINC03080	
	
	
RPL7P5	
Y_RNA	
LYSMD4	Lysmd4
FABP2	Fabp2
APCDD1L-DT	
	
SNORD117	
SNORD84	
DNAH10OS	
PDLIM1	Pdlim1
DDX39B-AS1	
	
IGKV1OR-3	
ATP6V1G2	
	
	
	
	
BMS1P13	
AQP7P3	
	
	
	
CNEP1R1	Cnep1r1
LINC00934	
FOXD4L4	Foxd4
WASHC1	Washc1
ILK	Ilk
KLHL2P1	
HSPB8	Hspb8
NFKBIL1	
RNU4-33P	
	
	
	
ACSM6	
USP53	Usp53
MIIP	Miip
	
MYL12BP3	
EHMT2	
STX16	Stx16
H3P40	
	
	
RARS1P1	
	
	
MCTP2	Mctp2
CARD9	Card9
	
MIR4294	
VSTM4	Vstm4
PPFIBP1	Ppfibp1
SRI-AS1	
NR0B1	Nr0b1
	
ZFHX2	Zfhx2
RNU7-56P	Rnu7-ps3
TXLNG	Txlng
LTA	
STEAP4	Steap4
FAM170B-AS1	
Y_RNA	
MIR6729	
RN7SL649P	
LINC01940	
TNFRSF8	Tnfrsf8
FAM170B	Fam170b
LRRC18	Lrrc18
MIR4440	
MIR4441	
CYP2C18	Cyp2c55
	
	
MIR4269	
MIR2467	
	
JPH4	Jph4
	
LCLAT1	Lclat1
RFC1	Rfc1
LINC02162	
	
LINC02196	
TNF	
MARCHF11	Marchf11
MTND4P19	
TACC1P1	
MTND1P18	
PNLIPRP1	Pnliprp1
RPL12P49	
ADAM22	Adam22
ITPRIPL2	Itpripl2
RBBP7	Rbbp7
PRDM7	Prdm9
MTCO1P30	
LTB	
	
	
	
	
CTD-2194D22.4	
	
	
FANCC	Fancc
IRX4	Irx4
CCDC88C	Ccdc88c
	
	
ALYREF	Gm21293
ALYREF	Gm4303
ALYREF	Gm4302
ALYREF	4931428L18Rik
ALYREF	Gm4308
ALYREF	Gm4307
ALYREF	Gm20765
ALYREF	Gm4301
ALYREF	Gm4305
ALYREF	Gm4340
ALYREF	Alyref
ALYREF	Gm8764
ALYREF	Gm21304
ALYREF	Alyref2
ALYREF	Gm6489
ALYREF	Gm5698
ALYREF	Gm21312
ALYREF	Gm6763
ALYREF	Gm4312
PLEKHG4	Plekhg4
LST1	
	
	
	
LINC02852	
	
MAPK6	Mapk6
RNU6-777P	
RPL23AP89	
	
MIR7846	
MIR4632	
Y_RNA	
ANAPC11	Anapc11
RBBP4	Rbbp4
HLA-DPA3	
GPX5	
NOSTRIN	Nostrin
GPX6	
	
U6	
	
	
Y_RNA	
	
	
Metazoa_SRP	
SNORD32B	
Metazoa_SRP	
7SK	
Y_RNA	
	
U6	
Y_RNA	
ARHGAP11A-SCG5	
Y_RNA	
U6	
GMPR2	Gmpr2
SNORD117	
SNORD84	
SNORA38	
RNU4-6P	
Y_RNA	
GOLGA8M	Golga2
5S_rRNA	
SLC35C2P1	
Y_RNA	
Y_RNA	
SNORD48	
REPS2	Reps2
SNORD52	
U6	
Y_RNA	
CCHCR1	
HMGB3P3	
LINC01194	
	
SEMA5A	Sema5a
	
	
SHF	Shf
COL25A1	Col25a1
	
	
	
DCHS1-AS1	
	
MRPL17	Mrpl17
RPL21P94	
GVINP2	
DCHS1	Dchs1
NCR3	
	
CBX1P2	
	
GOLGA6L7	
PABIR3	Pabir3
CT62	
WASF5P	
	
OR14J1	
UBQLN1P1	
HCG17	
RXRB	
AIF1	
	
RPL17P39	
	
NR2E3	Nr2e3
RN7SKP24	
ARID3C	Arid3c
ALG8	Alg8
	
NEK6	Nek6
PANK2	Pank2
SPMIP5	Spmip5
RPL7AP80	
MYO10	Myo10
	
IDO2	Ido2
GNPTG	Gnptg
HSPA12A-AS1	
RPL5P27	
RNU6-1266P	
IMPDH1P5	
	
DLG5	Dlg5
RASGEF1B	Rasgef1b
USP17L2	
	
	
	
RNA5SP261	
	
NRG1-IT1	
	
RNA5SP262	
RNA5SP263	
NRG1-IT3	
RNA5SP399	
CRTC3-AS1	
RNU6-663P	Gm26479
MTND1P6	
CRTC3	Crtc3
MTND2P32	
LSM2	
RANP9	
PRRC2A	
	
EXTL3	Extl3
LINC02757	
	
LRRC32	Lrrc32
	
MOSPD1	Mospd1
ZNF70P1	
RPL7P4	
IER3	
PSMB9	
TSPY26P	
	
RPS4XP2	
	
MKRN7P	
ZBTB12	
	
	
	
	
RPL7AP7	
AKAP8L	Akap8l
MICC	
TSKU	Tsku
	
PPT2	
RNU6-616P	
LINC02243	
FER1L4	
HMGB3P31	
SMIM10	
TCEAL8	Tceal8
WDSUB1	Wdsub1
MIR6890	
TSKU-AS1	
LAMB2	Lamb2
	
TCF19	
ACER3	Acer3
SYNC	Sync
NPB	Npb
	
C6orf47-AS1	
TCEAL5	Tceal5
TCEAL5	Tceal6
TCEAL5	Tceal3
HCG4B	
B3GALT4	
OR2N1P	
OR2H1	
BEX2	Bex2
BEX2	Bex1
POU5F1	
	
ZDHHC20P1	
PPP1R10	
NHSL3	Nhsl3
PCYT2	Pcyt2
	
	
	
	
ARHGAP4	Arhgap4
ACSM2B	Acsm2
ARAP2	Arap2
	
PDIA3	Pdia3
TMEM249	Tmem249
S100PBP	S100pbp
	
	
PSMB7	Psmb7
RPL32P1	
EHBP1	Ehbp1
CSNK2B	
SNORA38	
BAG6	
	
LAMB2P1	
C12orf71BP	
Y_RNA	
	
MRPS35-DT	
	
CCDC71	Ccdc71
RNU6-519P	Gm26076
UBE2V2	Ube2v2
REP15	Rep15
KLHDC8B	Klhdc8b
	
HMGB1P49	
	
MRPS35	Mrps35
HPCA	Hpca
NR5A1	Nr5a1
C3orf84	BC048562
TMEM54	Tmem54
	
RN7SL284P	
CLRN1	Clrn1
DLG5-AS1	
POLR3A	Polr3a
	
B3GNT6	B3gnt6
Y_RNA	
KLHL42	Klhl42
HCG20	
	
	
CAPN5	Capn5
	
OR2G1P	
	
	
ATAT1	
RNU6-869P	Gm22805
SWI5	Swi5
	
	
	
LRATD2	Lratd2
RN7SKP15	Gm54905
	
	
PTHLH	Pthlh
	
RNU11-4P	
	
PRNCR1	
	
	
CASC8	
ACAD11	Acad11
	
	
	
CCAT2	
UFC1	Ufc1
AGO2	Ago2
	
AMBN	Ambn
	
FANCG	Fancg
PPOX	Ppox
CEP290	Cep290
ZNF663P	
	
BPIFB9P	
	
	
	
	Gm56450
	Gm56451
NOL4L-DT	
CTNNBL1	Ctnnbl1
	
ACSM5P1	
H2AZP5	
Metazoa_SRP	
RPS24	
ACSM3	Acsm3
	
PRRT1	
VRK2	Vrk2
	
	
LINC02211	
RPL32P14	
LINC02116	
	
	
MED10	
HLA-DPA2	
PPP1R11	
	
	
ERICD	
MIR151A	Mir151
	
RNA5SP278	
GRSF1	Grsf1
	
KBTBD11-AS1	
	
ZNF705D	Zfp78
NPHP3-ACAD11	
LINC02221	
	
FGF20	Fgf20
	
	
	
	
	
	
	
	
ACKR4	Ackr4
NFKBIL1	
MICU3	Micu3
	
HSPA8P19	
	
	
Y_RNA	
	
RNU6-787P	Gm23678
RN7SL482P	
LINC01983	
MTRR	Mtrr
KIF3AP1	
MIR6829	
	
TNK2-AS1	
OMP	Omp
RNU2-11P	
PPP4R2P2	
GNAI2P2	
	
	
	
PPP4R2P3	
FRMD4A-AS1	
ARL8BP1	
HELLS	Hells
RNU7-18P	
C2CD3	C2cd3
YJU2B	Yju2b
TMEM40	Tmem40
	
SLC39A7	
	
	
	
THUMPD1	Thumpd1
GOLGA6L2	
	
	
CTHRC1	Cthrc1
B4GALT3	B4galt3
GOLGA8G	Golga2
NAA10	Naa10
	
	
	
RNU6-944P	
REXO5	Rexo5
LINC02933	
RNU6-1011P	
	
	
	
	
	
HLA-S	
ZBTB22	
MRI1	Mri1
PTMAP15	
	
KCNQ2	Kcnq2
	
MOG	
DDX39BP2	
	
PTK2	Ptk2
HSD17B8	
IFNA17	Ifna4
IFNA17	Ifna14
IFNA17	Ifna9
IFNA17	Ifna12
IFNA17	Ifna7
IFNA17	Ifna6
IFNA17	Ifna1
IFNA17	Ifna16
IFNA17	Ifna11
IFNA17	Ifna2
IFNA17	Ifna13
IFNA17	Ifna15
IFNA17	Ifnab
IFNA17	Ifna5
IFNWP5	
CLNK	Clnk
IFNA14	Ifna4
IFNA14	Ifna14
IFNA14	Ifna9
IFNA14	Ifna12
IFNA14	Ifna7
IFNA14	Ifna6
IFNA14	Ifna1
IFNA14	Ifna16
IFNA14	Ifna11
IFNA14	Ifna2
IFNA14	Ifna13
IFNA14	Ifna15
IFNA14	Ifnab
IFNA14	Ifna5
IFNA22P	
IFNA5	Ifna4
IFNA5	Ifna14
IFNA5	Ifna9
IFNA5	Ifna12
IFNA5	Ifna7
IFNA5	Ifna6
IFNA5	Ifna1
IFNA5	Ifna16
IFNA5	Ifna11
IFNA5	Ifna2
IFNA5	Ifna13
IFNA5	Ifna15
IFNA5	Ifnab
IFNA5	Ifna5
IFNA20P	
KLHL9	Klhl9
IFNA2	Ifna4
IFNA2	Ifna14
IFNA2	Ifna9
IFNA2	Ifna12
IFNA2	Ifna7
IFNA2	Ifna6
IFNA2	Ifna1
IFNA2	Ifna16
IFNA2	Ifna11
IFNA2	Ifna2
IFNA2	Ifna13
IFNA2	Ifna15
IFNA2	Ifnab
IFNA2	Ifna5
	
IFNA11P	
IFNA12P	
NFKBIL1	
IFNA8	Ifna4
IFNA8	Ifna14
IFNA8	Ifna9
IFNA8	Ifna12
IFNA8	Ifna7
IFNA8	Ifna6
IFNA8	Ifna1
IFNA8	Ifna16
IFNA8	Ifna11
IFNA8	Ifna2
IFNA8	Ifna13
IFNA8	Ifna15
IFNA8	Ifnab
IFNA8	Ifna5
IFNWP2	
IFNA1	Ifna4
IFNA1	Ifna14
IFNA1	Ifna9
IFNA1	Ifna12
IFNA1	Ifna7
IFNA1	Ifna6
IFNA1	Ifna1
IFNA1	Ifna16
IFNA1	Ifna11
IFNA1	Ifna2
IFNA1	Ifna13
IFNA1	Ifna15
IFNA1	Ifnab
IFNA1	Ifna5
IFNWP19	
	
	
MIR31	Mir31
SNORD39	Snord55
HMGA2-AS1	
H3P30	
IFNE	Ifne
C19orf53	D8Ertd738e
SUGT1P4-STRA6LP-CCDC180	
	
ADAMTS4	Adamts4
MIR6074	
LINC02425	
RPL21P18	
RNA5SP362	
RN7SL69P	
	
Y_RNA	
CC2D1A	Cc2d1a
ATP5MFP5	
RN7SL391P	
VWF	Vwf
GOLGA6L25	
GOLGA6L26	
GOLGA6L24	
	
Metazoa_SRP	
TYRO3P	
	
FCER1G	Fcer1g
ISL2	Isl2
APOA2	Apoa2
CYP21A2	
	
	
OTUD7A	Otud7a
	
CFAP90	Cfap90
ANKRD17	Ankrd17
	
Y_RNA	
ZNF609	Zfp609
PSORS1C3	
HCG27	
LINC01017	
	
	
LINC02112	
HLA-C	
	
MIR1260B	
ALG3P1	
	
MTCO2P30	
	
	
CCDC82	Ccdc82
	
	
RPL21P15	
	
Y_RNA	
UBE2V1P12	
TOMM40L	Tomm40l
RNU6-549P	
	
OAZ2	Oaz2
	
NUP155	Nup155
SIRT7	Sirt7
	
	
RPGR	Rpgr
CDH24	Cdh24
DDX6P1	
MSH5-SAPCD1	
LINC01498	
	Rnu4atac
ACSM1	Acsm1
KRT18P17	
FICD	Ficd
	
RPL32	
CCL25	
STON1	Ston1
SART3	Sart3
MIR5187	
MBIP	Mbip
	
	
	
LINC02256	
ACSBG2	Acsbg2
THSD4	Thsd4
SNORA7A	
IFT122P1	
ERMN	Ermn
	
GSAP	Gsap
ABAT	Abat
GSK3B	Gsk3b
JRKL	Jrkl
JRKL-AS1	
RNA5SP346	
LINC02737	
	
	
TMEM45B	Tmem45b
C4A-AS1	
UBD	
HCG18	
CERS6	Cers6
ATXN3	Atxn3
MAFG	Mafg
PRDM10	Prdm10
NR1I3	Nr1i3
MIR6085	
HMGN1P26	
	
MGC15885	
	
MIR190A	Mir190a
	
MAFG-AS1	
MILIP	
	
TLN2	Tln2
	
MICD	
VARS2	
HLA-DOA	
SUGT1P4-STRA6LP	
PYCR1	Pycr1
STRA6LP	
UBE2F	Ube2f
ETF1P1	
AGER	
CCDC180	Ccdc180
USP8P1	
RPL3P2	
WASF5P	
	
DHFRP2	
U6	
	
ZDHHC20P2	
HLA-S	
MICA	
	
GCNT1P5	
	
PTPN12	Ptpn12
Y_RNA	
HLA-B	
	
	
FBXL7	Fbxl7
MIR1302-8	
	
	
ANKRD18CP	
	
RPS23P5	
SNX18P4	
	
	
RNU6-538P	
	
	
	
	
LINC02220	
	
CDRT15P12	
ANKRD20A1	
HPRT1P2	
MARK2P5	
	
LINC02226	
	
PTPN11P4	
SPEF2	Spef2
	
	
	
RN7SL663P	
ISCU	
SPINT2	Spint2
APOM	
ACSL3P1	
	
RAB6B	Rab6b
	
SCG5	Scg5
LINC02931	
	
RNU6-1193P	
	
SNX18P9	
	
FIRRE	
	
HLA-N	
DDR1-DT	
SUCLA2P1	
	
FLOT1	
CYP4F25P	
	
C6orf47	
RPL35AP22	
RNU6-1082P	
	
TPT1P9	
C6orf47-AS1	
	
GPANK1	
SLC25A5-AS1	
	
RN7SL743P	
RNU7-63P	
	
	
TMEM186	Tmem186
	
LINC03112	
	
CARHSP1	Carhsp1
	
	
HCCS-DT	
KHSRPP1	
RN7SL151P	Gm26461
MTAP	Mtap
PPP1R14A	Ppp1r14a
C3orf36	
GCSHP6	
	
C3orf62	1700102P08Rik
INTS14	Ints14
	
	
Y_RNA	Gm24203
Y_RNA	Gm56322
Y_RNA	Gm54376
Y_RNA	Gm26456
Y_RNA	Gm26124
Y_RNA	Gm56480
Y_RNA	Gm23921
Y_RNA	Gm22199
Y_RNA	Gm55767
Y_RNA	Gm24045
Y_RNA	Gm54851
MIR4271	
TMEM119	Tmem119
	
NUTM2B	Nutm2
	
USP4	Usp4
DANT2	
	
MAML3	Maml3
	
MIR4496	
RNU7-169P	
TASOR2	Tasor2
EMP1	Emp1
	
	
Y_RNA	
YIF1B	Yif1b
ZCCHC4	Zcchc4
	
Y_RNA	
CSNK2B	
	
	
	
	
LINC01278	
PYROXD2	Pyroxd2
	
LINC01559	
RNA5SP353	
RNU6-590P	
	
	
	
RN7SKP162	
	
EIF4B	Eif4b
	
INTS12	Ints12
	
MIR223HG	
LINC01186	
HPS1	Hps1
	
LINC00892	
SUMO2P1	
OR2J2	
	
USP8P1	
	
WDR46	
LINC03077	
OR6B1	Or6b1
FERD3L	Ferd3l
	
CYREN	Cyren
MMGT1	Mmgt1
	
TUBB8P1	
	
	
ERVFRD-3	
CDKN2A-AS1	
ZC4H2	Zc4h2
	
CDKN2A	
MTND6P2	
HSPD1P15	
LINC02146	
	
MTHFD2P6	
CARHSP1-DT	
	
USP7-AS1	
	
	
	
	
PRDM10-DT	
RNU6-430P	
	
	
LINC02239	
MRPL28	Mrpl28
ELOBP2	
RTF1	Rtf1
	
	
RPL34P21	
U4	Gm24695
ST14	St14
LINC02114	
	
	
	
LINC02111	
	
	
	
	
	
	
	
	
	
RNF14P4	
TMEM140	Tmem140
DMD	Dmd
LTB	
LINC02241	
	
	
WDR91	Wdr91
OR10C1	Or10c1
CDKN2B-AS1	
OR2W1	Or2w1
OR2W1	Or2w1b
HERC6	Herc6
MESP1	Mesp1
ZSCAN31	
STK19	
SEMA4B	Sema4b
	
	
PFKP	Pfkp
NRSN2	Nrsn2
PGAP6	Pgap6
CLP1	Clp1
LY6G5B	
TRIB3	Trib3
HLA-DQB1-AS1	
UBDP1	
DENND2B-AS1	
GPANK1	
RNA5SP330	
Y_RNA	
	
LY6G5C	
CDKN2B	Cdkn2b
AKIP1	Akip1
SLCO1C1	Slco1c1
UBA52P6	
	
	
	
WFDC6	
ZDHHC12-DT	
ZFAND6P1	
RUSC2	Rusc2
LINC03083	
LINC00237	
ABHD16A	
COL11A2P1	
RHOA-IT1	
	
HLA-A	
	
METTL24	Mettl24
ANKH-DT	
RNA5SP136	
ENOPH1	Enoph1
U2SURPP1	
	
	
LINC01275	
	
LINC01019	
MAP7	Map7
CEBPB-AS1	
NME4	Nme4
TMEM44	Tmem44
RN7SL197P	
LINC02123	
SNRPFP1	
RNU6-919P	Gm26008
	
SLC9A8	Slc9a8
	
	
PYCR1-AS1	
MYADML2	Myadml2
ZFR	Zfr
	
NOTUM	Notum
RPL36AP33	
CIMIP2B	Cimip2b
	
SPATA2	Spata2
SNHG32	
MRFAP1	Mrfap1
Y_RNA	
Metazoa_SRP	
RNF114	Rnf114
GBA3	
RPS29P17	
	
SNORD62	Gm24920
MIR3621	
MRPS2	Mrps2
	
MIR6509	
	
SSBL5P	
TAS2R2P	
	
	
OR2AO1P	
OR2A42	Or2a51
OR2A42	Or2a57
OR2A42	Or2a20
CENPE	Cenpe
OR2A7	Or2a7
ARHGEF35-AS1	
	
	
HCG22	
C19orf33	2200002D01Rik
HLA-L	
HLA-L	
	
RLN2	Rln1
KIF21A	Kif21a
HLA-V	
ACTG1	Actg1
HLA-V	
HLA-DPB2	
DYNC1I2	Dync1i2
KRT18P4	
RNU6-147P	Gm22608
	
	
SNAI1	Snai1
HMGN2P31	
RLN1	Rln1
HLA-J	
	
CCDC9B	Ccdc9b
TRERNA1	
	
	
	
	
	
	
ARHGEF34P	
TMEM230	Tmem230
	
	
PLGRKT	Plgrkt
OR2A1-AS1	
FUT1	Fut1
PPP1R2P1	
	
RNU1-79P	
HLA-DRB3	
LINC02490	
	
LINC02915	
C11orf16	BC051019
TRMT1	Trmt1
CRAT37	
OR2A1	Or2a51
OR2A1	Or2a57
OR2A1	Or2a20
ARHGEF5	Arhgef5
	
ALDH1A3-AS1	
RNF152P1	
LY6G6F	
	
	
	
LY6G6D	
CD274	Cd274
LCTL	Lctl
U1	
	
RNU1-116P	
HLA-DRB1	
PRPF18	Prpf18
LY6G6E	
VARS2	
Y_RNA	Gm24629
MPIG6B	
IFITM4P	
TMEM9B	Tmem9b
TRIM10	
PDCD1LG2	Pdcd1lg2
DDX39B-AS1	
OR2H2	
DECR2	Decr2
HLA-T	
ECE2	Ece2
PSORS1C3	
C6orf15	
LTA	
	
	
MOB3B	Mob3b
SLC38A9	Slc38a9
NRIP3-DT	
OR4F4	Or4f4-ps1
OR4F4	Or4f17-ps1
OR4F4	Or4f4b
MFGE8	Mfge8
	
IFNK	Ifnk
SCUBE2	Scube2
EMICERI	
C9orf72	C9orf72
LY6G5C	
RNA5SP474	
NOBOX	Nobox
LY6G6C	
MCCD1	
RPS3AP16	
	
VPS51P13	
CLIP3	Clip3
PPP1R10	
LYAR	Lyar
DDAH2	
PPIAP83	
RNU6ATAC40P	
OR2A5	Or2a5
OR2A25	Or2a25
OR2A41P	
OR2A12	Or2a12
OR2A15P	
OR2A14	Or2a56
OR2A14	Or2a14
OR2A14	Or2a54
OR2A13P	
	
RBM33-DT	
RNU6-1090P	
HELT	Helt
PNLIP	Pnlip
RBM33	Rbm33
MEPE	Mepe
	
C6orf47	
MT1G	
SKIC2	
ZDHHC20P1	
PNLIPP1	
HLA-DPB2	
GPM6A	Gpm6a
TNXA	
PNLIPRP2	Pnliprp2
C4A	
CTAGE12P	
	
	
THAP8	
	
	
	
KCTD10P1	
SFXN3	Sfxn3
